sample_id,sample_cluster,task,anchor,strategy,lag,attention_error,delta_nll,x_bin,record_type,x_mean,y_mean,y_sd,n_rows,n_samples,ci_low,ci_high
gov_report:0,gov_report::gov_report:0,gov_report,0.0,attention_weighted_v_ridge_leverage,60.0,0.43568262333671254,0.04165083711859907,"(0.37, 0.959]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,attention_weighted_v_ridge_leverage,61.0,0.49417171565194923,0.24246790489938874,"(0.37, 0.959]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,attention_weighted_v_ridge_leverage,62.0,0.4859708963582913,0.06943169249706571,"(0.37, 0.959]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,attention_weighted_v_ridge_leverage,63.0,0.4348724037408829,5.696792506504387,"(0.37, 0.959]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,attention_weighted_v_ridge_leverage,64.0,0.47218729679783183,3.35684108553302,"(0.37, 0.959]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,1.0,0.16615829647829136,0.04259386799067855,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,2.0,0.11639422985414664,0.013017479672466692,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,3.0,0.06408215314149857,-0.014476571812355843,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,4.0,0.09230437564353149,0.025257179144944075,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,5.0,0.07030591710160176,0.010072540407712438,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,6.0,0.06670554354786873,-0.1513177468086262,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,7.0,0.08046293972680967,0.0044262089853113196,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,8.0,0.09419337225457032,-0.06160599734928596,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,9.0,0.08100139598051707,-0.0007274704591679892,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,10.0,0.08073316514492035,-0.011852752872144379,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,11.0,0.11065686245759328,0.02921008074332576,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,12.0,0.057893168491621814,-0.06226630844345493,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,13.0,0.06884279474616051,0.0009155551834254538,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,14.0,0.11824721160034339,-8.032686410786027e-05,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,15.0,0.1518054399639368,-0.00011710456706737205,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,16.0,0.1775348943968614,2.044109047716347e-05,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,17.0,0.1810705028474331,0.0025540312050083003,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,18.0,0.17972118159135184,3.909383812938927e-05,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,19.0,0.1588194314390421,1.2647042616720228e-05,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,20.0,0.12663176159063974,-0.0004844698019823568,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,21.0,0.1829134300351143,-0.0005835519328734051,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,22.0,0.1496307235211134,0.06477248335865227,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,23.0,0.17335577309131622,-0.0005697463519140911,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,24.0,0.12207631394267082,-0.0027376633737254963,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,25.0,0.1832048154125611,0.0001035575707675207,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,26.0,0.14624385411540666,-0.13484181348767876,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,27.0,0.190749853849411,-0.06503454391886265,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,28.0,0.1815545925249656,-0.00455482210274738,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,29.0,0.18114126784106097,-0.007598393542991744,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,30.0,0.21232823903361955,-0.0016797858999488824,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,31.0,0.15602148324251175,-0.03785249209944652,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,32.0,0.11949939746409655,-0.06331303816566702,"(0.012199999999999999, 0.127]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,33.0,0.161887235318621,0.004724973950423816,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,34.0,0.15345412430663904,0.06315130600470908,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,35.0,0.16959728673100471,-0.06201942313187203,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,36.0,0.1969304640466968,-5.34612347280472e-06,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,37.0,0.18716448036078268,0.0004698795278343937,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,38.0,0.17926738100747266,-0.0675188906648394,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,39.0,0.24696096032857895,0.0010018451647582083,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,40.0,0.202435073753198,-0.0006085359145373559,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,41.0,0.2166617140173912,0.00035057720437237094,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,42.0,0.2114738623301188,0.012458709166452309,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,43.0,0.17489481841524443,0.08367125159616151,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,44.0,0.19678831845521927,0.1328761126024922,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,45.0,0.1323313433676958,0.0014684683375989493,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,46.0,0.17618187392751375,0.0027727041912122274,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,47.0,0.22748940189679465,0.007077707910184472,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,48.0,0.4274290141959985,0.08734027655882315,"(0.37, 0.959]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,49.0,0.2273749647041162,0.0010622321816491365,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,50.0,0.2260009894768397,-0.30059920904477977,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,51.0,0.27832555398344994,0.00019091772545820618,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,52.0,0.17713065817952156,-0.032645653098455796,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,53.0,0.2701055308183034,-0.004413117654134879,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,54.0,0.21571092183391252,0.006840021864555013,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,55.0,0.268681309496363,0.05263642567740234,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,56.0,0.218244560683767,0.009960135199516884,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,57.0,0.2827217107017835,-0.19696818303433972,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,58.0,0.18304537360866865,0.005449822707440433,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,59.0,0.20217012241482735,0.005785657180023662,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,60.0,0.2433947321648399,-0.01077707687499796,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,61.0,0.31340050262709457,0.0045395143964590545,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,62.0,0.3260909554859002,-0.004313539578387093,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,63.0,0.26298882129291695,-0.19364327855077335,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,future_attention_oracle,64.0,0.17409253244598707,0.02102947054278559,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,1.0,0.23866331639389196,0.0959149613115251,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,2.0,0.22898897404472032,0.03714320470336574,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,3.0,0.1712182955816388,-0.20200345350714954,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,4.0,0.14768537475417057,0.3509242624083413,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,5.0,0.16430052338788906,-0.17804371201462033,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,6.0,0.14364256213108698,-0.22663864629516794,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,7.0,0.2352483362580339,0.3454233386640375,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,8.0,0.2522241808474064,-0.009921796585583564,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,9.0,0.23705586108068624,-0.0052125439585495315,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,10.0,0.2802891135215759,-0.2026856657940499,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,11.0,0.35448183429737884,0.24586622917701106,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,12.0,0.2211377980808417,0.1619789864850958,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,13.0,0.20137549005448818,-0.0014951776665412808,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,14.0,0.18177366380890211,0.0010420958850687612,"(0.127, 0.192]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,15.0,0.2587027996778488,2.572712077153483e-06,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,16.0,0.2775207307810585,1.9725867481668047e-05,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,17.0,0.22804428016146025,0.0014076622897931657,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,18.0,0.3003118944664796,0.0003756678503101796,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,19.0,0.2636930563797553,-0.00025746770332801816,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,20.0,0.3609183455506961,-0.002357587673564865,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,21.0,0.38511675347884494,-0.001187654873870514,"(0.37, 0.959]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,22.0,0.4131091944873333,-0.26678760682555946,"(0.37, 0.959]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,23.0,0.3236069455742836,0.00025807543460132365,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,24.0,0.30192630117138225,-0.0010489364288766012,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,25.0,0.3279638333866994,-0.00012213564950513955,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,26.0,0.2965512437125047,0.5028316837123334,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,27.0,0.3413234365483125,0.41069724614690273,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,28.0,0.23400938604027033,-0.025370272800884663,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,29.0,0.2911452812453111,0.07444188656069173,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,30.0,0.34767528374989826,-0.030980594806504058,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,31.0,0.31927592245241004,-0.053017441099328266,"(0.266, 0.37]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,32.0,0.23057340395947298,0.04550060528983835,"(0.192, 0.266]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,33.0,0.4639610027273496,0.09068505852285824,"(0.37, 0.959]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,34.0,0.4043453608949979,0.5533782900287569,"(0.37, 0.959]",raw,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,0.0,snapkv,35.0,0.4173528092602889,1.489605634923052,"(0.37, 0.959]",raw,,,,,,,
