sample_id,sample_cluster,task,anchor,strategy,layer,head,lag,margin,validity,relationship,x_metric,y_metric,x_bin,record_type,x_mean,y_mean,y_sd,n_rows,n_samples,ci_low,ci_high
gov_report:1,gov_report::gov_report:1,gov_report,0.0,v_ridge_leverage,,,,2.44826078414917e-05,7.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,16.0,attention_weighted_v_ridge_leverage,,,,0.0005439072847366333,23.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,16.0,snapkv,,,,0.0,9.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,16.0,v_ridge_leverage,,,,0.00012871623039245605,1.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,48.0,attention_weighted_v_ridge_leverage,,,,0.00034143030643463135,9.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,48.0,snapkv,,,,0.0,5.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,48.0,v_ridge_leverage,,,,0.0015280097723007202,5.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,0.0,attention_weighted_v_ridge_leverage,,,,0.00012770295143127441,53.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,0.0,snapkv,,,,0.0,16.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,0.0,v_ridge_leverage,,,,0.00034552812576293945,4.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,16.0,attention_weighted_v_ridge_leverage,,,,0.0002126246690750122,36.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,16.0,snapkv,,,,0.0,61.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,16.0,v_ridge_leverage,,,,0.00137406587600708,7.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,48.0,attention_weighted_v_ridge_leverage,,,,0.0003772228956222534,5.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,48.0,snapkv,,,,0.0,40.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,48.0,v_ridge_leverage,,,,1.4200806617736816e-05,1.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,0.0,attention_weighted_v_ridge_leverage,,,,0.0003780573606491089,38.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,0.0,snapkv,,,,0.0,24.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,0.0,v_ridge_leverage,,,,0.00038720667362213135,7.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,16.0,attention_weighted_v_ridge_leverage,,,,0.00028258562088012695,22.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,16.0,snapkv,,,,0.0,43.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,16.0,v_ridge_leverage,,,,0.00010445713996887207,0.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,48.0,attention_weighted_v_ridge_leverage,,,,0.00013872981071472168,2.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,48.0,snapkv,,,,0.0024784505367279053,18.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,48.0,v_ridge_leverage,,,,0.00033502280712127686,13.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,0.0,attention_weighted_v_ridge_leverage,,,,0.0002402663230895996,27.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,0.0,snapkv,,,,0.0,33.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,0.0,v_ridge_leverage,,,,0.00022745132446289062,0.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,16.0,attention_weighted_v_ridge_leverage,,,,0.00018616020679473877,11.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,16.0,snapkv,,,,0.0,27.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,16.0,v_ridge_leverage,,,,7.253885269165039e-05,4.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,48.0,attention_weighted_v_ridge_leverage,,,,0.00019781291484832764,20.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,48.0,snapkv,,,,0.0,23.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,48.0,v_ridge_leverage,,,,0.00018462538719177246,0.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,0.0,attention_weighted_v_ridge_leverage,,,,0.0002726912498474121,58.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,0.0,snapkv,,,,0.0,47.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,0.0,v_ridge_leverage,,,,6.744265556335449e-05,45.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,16.0,attention_weighted_v_ridge_leverage,,,,0.0007510185241699219,31.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,16.0,snapkv,,,,0.0,31.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,16.0,v_ridge_leverage,,,,0.0002529621124267578,10.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,48.0,attention_weighted_v_ridge_leverage,,,,0.00022698938846588135,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,48.0,snapkv,,,,0.0,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,48.0,v_ridge_leverage,,,,0.0007255077362060547,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,0.0,attention_weighted_v_ridge_leverage,,,,0.0009082257747650146,21.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,0.0,snapkv,,,,0.0,21.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,0.0,v_ridge_leverage,,,,2.8520822525024414e-05,21.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,16.0,attention_weighted_v_ridge_leverage,,,,0.00040130317211151123,46.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,16.0,snapkv,,,,0.0,46.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,16.0,v_ridge_leverage,,,,0.00011813640594482422,46.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,48.0,attention_weighted_v_ridge_leverage,,,,5.9857964515686035e-05,16.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,48.0,snapkv,,,,0.0,23.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,48.0,v_ridge_leverage,,,,0.00012743473052978516,54.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,0.0,attention_weighted_v_ridge_leverage,,,,0.0016040503978729248,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,0.0,snapkv,,,,0.0,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,0.0,v_ridge_leverage,,,,0.0003732740879058838,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,16.0,attention_weighted_v_ridge_leverage,,,,0.0011629164218902588,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,16.0,snapkv,,,,0.0,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,16.0,v_ridge_leverage,,,,0.00020301342010498047,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,48.0,attention_weighted_v_ridge_leverage,,,,0.0006131529808044434,63.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,48.0,snapkv,,,,0.0,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,48.0,v_ridge_leverage,,,,0.00010755658149719238,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,0.0,attention_weighted_v_ridge_leverage,,,,0.00033149123191833496,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,0.0,snapkv,,,,0.0,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,0.0,v_ridge_leverage,,,,0.0003795921802520752,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,16.0,attention_weighted_v_ridge_leverage,,,,0.0013933032751083374,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,16.0,snapkv,,,,0.0,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,16.0,v_ridge_leverage,,,,0.00014354288578033447,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,48.0,attention_weighted_v_ridge_leverage,,,,0.0003552436828613281,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,48.0,snapkv,,,,0.0,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,48.0,v_ridge_leverage,,,,0.00023384392261505127,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,0.0,attention_weighted_v_ridge_leverage,,,,0.0007471740245819092,49.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,0.0,snapkv,,,,0.0,49.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,0.0,v_ridge_leverage,,,,0.00024637579917907715,49.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,16.0,attention_weighted_v_ridge_leverage,,,,0.00081673264503479,33.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,16.0,snapkv,,,,0.0,33.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,16.0,v_ridge_leverage,,,,4.07099723815918e-05,33.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,48.0,attention_weighted_v_ridge_leverage,,,,0.0006046295166015625,30.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,48.0,snapkv,,,,0.0,30.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,48.0,v_ridge_leverage,,,,3.610551357269287e-05,30.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,0.0,attention_weighted_v_ridge_leverage,,,,3.32072377204895e-05,37.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,0.0,snapkv,,,,0.0,37.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,0.0,v_ridge_leverage,,,,0.00010079145431518555,37.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,16.0,attention_weighted_v_ridge_leverage,,,,0.0003975778818130493,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,16.0,snapkv,,,,0.0,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,16.0,v_ridge_leverage,,,,4.152953624725342e-05,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,48.0,attention_weighted_v_ridge_leverage,,,,2.536177635192871e-05,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,48.0,snapkv,,,,0.0,59.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,48.0,v_ridge_leverage,,,,0.0002071857452392578,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,0.0,attention_weighted_v_ridge_leverage,,,,0.0002356693148612976,23.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,0.0,snapkv,,,,0.0,23.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,0.0,v_ridge_leverage,,,,0.00010757148265838623,23.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,16.0,attention_weighted_v_ridge_leverage,,,,0.00028304755687713623,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,16.0,snapkv,,,,0.0,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,16.0,v_ridge_leverage,,,,7.274001836776733e-05,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(5.2e-05, 0.000205]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,48.0,attention_weighted_v_ridge_leverage,,,,0.0009586885571479797,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000381, 0.00248]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,48.0,snapkv,,,,0.0,30.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,48.0,v_ridge_leverage,,,,1.1943280696868896e-05,64.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,0.0,attention_weighted_v_ridge_leverage,,,,0.0002558380365371704,8.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(0.000205, 0.000381]",raw,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,0.0,snapkv,,,,0.0,8.0,selection margin -> empirical validity horizon,selection_boundary_margin_anchor,observed_horizon,"(-0.001, 5.2e-05]",raw,,,,,,,
