sample_id,task,anchor,layer,history_id,candidate_id,candidate_source,residual_log_log_slope,relative_error_log_log_slope
gov_report:85,gov_report,48,0,H2,selector_04_snapkv,snapkv,1.9861559332527883,0.9980669299087822
gov_report:85,gov_report,48,0,H3,selector_04_snapkv,snapkv,1.9896741158328315,1.001436212135815
gov_report:85,gov_report,48,0,H1,selector_05_old_stale_core,old_stale_core,1.9851516022153957,0.9972813445321013
gov_report:85,gov_report,48,0,H2,selector_05_old_stale_core,old_stale_core,1.9851516022153957,0.9972813445321013
gov_report:85,gov_report,48,0,H3,selector_05_old_stale_core,old_stale_core,1.9865802191400683,0.9985419541023585
gov_report:85,gov_report,48,0,H1,selector_06_fresh_core,fresh_core,1.951568871251575,0.9548291998307528
gov_report:85,gov_report,48,0,H2,selector_06_fresh_core,fresh_core,1.951568871251575,0.9548291998307528
gov_report:85,gov_report,48,0,H3,selector_06_fresh_core,fresh_core,1.9613071788124625,0.9646999908130964
gov_report:85,gov_report,48,0,H1,selector_07_random_reference,random_reference,1.9823363331027133,0.9941230450393177
gov_report:85,gov_report,48,0,H2,selector_07_random_reference,random_reference,1.9823363331027133,0.9941230450393177
gov_report:85,gov_report,48,0,H3,selector_07_random_reference,random_reference,1.9881533873790636,0.9995179399311384
gov_report:85,gov_report,48,14,H1,selector_00_attention_only,attention_only,1.6347858072251802,0.6325478782218273
gov_report:85,gov_report,48,14,H2,selector_00_attention_only,attention_only,1.6661718981511426,0.6641711100805021
gov_report:85,gov_report,48,14,H3,selector_00_attention_only,attention_only,1.717440175287493,0.7136242732572157
gov_report:85,gov_report,48,14,H1,selector_01_aov,aov,1.7038433917929934,0.7018706208823513
gov_report:85,gov_report,48,14,H2,selector_01_aov,aov,1.7234882451981888,0.7215464405651906
gov_report:85,gov_report,48,14,H3,selector_01_aov,aov,1.7962728815708435,0.7921656724091638
gov_report:85,gov_report,48,14,H1,selector_02_aor,aor,1.6476619954589924,0.6468521911247065
gov_report:85,gov_report,48,14,H2,selector_02_aor,aor,1.6545292664001816,0.6536132964969078
gov_report:85,gov_report,48,14,H3,selector_02_aor,aor,1.714278225049576,0.7114186605806627
gov_report:85,gov_report,48,14,H1,selector_03_v_ridge,v_ridge,2.01010949638575,1.0084718925573093
gov_report:85,gov_report,48,14,H2,selector_03_v_ridge,v_ridge,2.0021158199066855,1.0003581690793775
gov_report:85,gov_report,48,14,H3,selector_03_v_ridge,v_ridge,2.006843342661271,0.9938528702535013
gov_report:85,gov_report,48,14,H1,selector_04_snapkv,snapkv,1.999726082257507,0.9926295917181266
gov_report:85,gov_report,48,14,H2,selector_04_snapkv,snapkv,1.9886835709209696,0.9811322943791908
gov_report:85,gov_report,48,14,H3,selector_04_snapkv,snapkv,1.9796505951752155,0.9734475378232036
gov_report:85,gov_report,48,14,H1,selector_05_old_stale_core,old_stale_core,1.9929183608462564,0.9859652002721955
gov_report:85,gov_report,48,14,H2,selector_05_old_stale_core,old_stale_core,1.9900277814607434,0.9825228503366527
gov_report:85,gov_report,48,14,H3,selector_05_old_stale_core,old_stale_core,1.9817479925121513,0.97584818222536
gov_report:85,gov_report,48,14,H1,selector_06_fresh_core,fresh_core,2.1062534710167786,1.046023237771957
gov_report:85,gov_report,48,14,H2,selector_06_fresh_core,fresh_core,2.103015962323484,1.0343696008815895
gov_report:85,gov_report,48,14,H3,selector_06_fresh_core,fresh_core,1.866104967083077,0.8835358635828781
gov_report:85,gov_report,48,14,H1,selector_07_random_reference,random_reference,2.0954129979378995,1.0585978388387671
gov_report:85,gov_report,48,14,H2,selector_07_random_reference,random_reference,2.095426490940485,1.0495977207713383
gov_report:85,gov_report,48,14,H3,selector_07_random_reference,random_reference,1.875231618519594,0.8897933752043762
gov_report:85,gov_report,48,26,H1,selector_00_attention_only,attention_only,1.9744495427817053,0.9750995062151739
gov_report:85,gov_report,48,26,H2,selector_00_attention_only,attention_only,1.9793833780809242,0.9799379805215995
gov_report:85,gov_report,48,26,H3,selector_00_attention_only,attention_only,1.9390212792848742,0.9391053363246591
gov_report:85,gov_report,48,26,H1,selector_01_aov,aov,1.9904114906426003,0.9917853630833757
gov_report:85,gov_report,48,26,H2,selector_01_aov,aov,1.9529661544165833,0.9542087276577581
gov_report:85,gov_report,48,26,H3,selector_01_aov,aov,1.9289515286637369,0.9294588040571026
gov_report:85,gov_report,48,26,H1,selector_02_aor,aor,1.9716988425169255,0.9734054366886918
gov_report:85,gov_report,48,26,H2,selector_02_aor,aor,1.9688740940988763,0.9703985707584906
gov_report:85,gov_report,48,26,H3,selector_02_aor,aor,1.9294482981173906,0.9301067197937116
gov_report:85,gov_report,48,26,H1,selector_03_v_ridge,v_ridge,1.9837334053627163,0.9855517553201619
gov_report:85,gov_report,48,26,H2,selector_03_v_ridge,v_ridge,1.9827208453712204,0.984419919713718
gov_report:85,gov_report,48,26,H3,selector_03_v_ridge,v_ridge,1.9856566609139839,0.9854633111167307
gov_report:85,gov_report,48,26,H1,selector_04_snapkv,snapkv,2.0020171607941193,1.0026617937810225
gov_report:85,gov_report,48,26,H2,selector_04_snapkv,snapkv,1.989369872473762,0.9899820494769641
gov_report:85,gov_report,48,26,H3,selector_04_snapkv,snapkv,1.9937702578342136,0.9936878779812253
gov_report:85,gov_report,48,26,H1,selector_05_old_stale_core,old_stale_core,1.9953180875747913,0.9959332021366575
gov_report:85,gov_report,48,26,H2,selector_05_old_stale_core,old_stale_core,1.9852059846438972,0.9857864070855594
gov_report:85,gov_report,48,26,H3,selector_05_old_stale_core,old_stale_core,1.9972119397306256,0.9971371911867751
gov_report:85,gov_report,48,26,H1,selector_06_fresh_core,fresh_core,1.9883588848628104,0.989682014829498
gov_report:85,gov_report,48,26,H2,selector_06_fresh_core,fresh_core,1.9822055394804954,0.983605989659177
gov_report:85,gov_report,48,26,H3,selector_06_fresh_core,fresh_core,1.9859163333846963,0.9858083705725474
gov_report:85,gov_report,48,26,H1,selector_07_random_reference,random_reference,1.9953083943919314,0.996806952952372
gov_report:85,gov_report,48,26,H2,selector_07_random_reference,random_reference,1.9882238757789759,0.9897311575585264
gov_report:85,gov_report,48,26,H3,selector_07_random_reference,random_reference,1.9802214572208756,0.9802410657383565
gov_report:85,gov_report,64,0,H1,selector_00_attention_only,attention_only,1.877362083367808,0.8775175337108682
gov_report:85,gov_report,64,0,H2,selector_00_attention_only,attention_only,1.877362083367808,0.8775175337108682
gov_report:85,gov_report,64,0,H3,selector_00_attention_only,attention_only,1.7761083781475975,0.7774418389608196
gov_report:85,gov_report,64,0,H1,selector_01_aov,aov,1.9597109408517532,0.9646788941021576
gov_report:85,gov_report,64,0,H2,selector_01_aov,aov,1.9597109408517532,0.9646788941021576
gov_report:85,gov_report,64,0,H3,selector_01_aov,aov,1.8664853310786351,0.8720047899244628
gov_report:85,gov_report,64,0,H1,selector_02_aor,aor,1.9516377274175858,0.9546929371004785
gov_report:85,gov_report,64,0,H2,selector_02_aor,aor,1.9516377274175858,0.9546929371004785
gov_report:85,gov_report,64,0,H3,selector_02_aor,aor,1.8931497010176153,0.8972278800727775
gov_report:85,gov_report,64,0,H1,selector_03_v_ridge,v_ridge,1.9982636305185457,0.9925702929029048
gov_report:85,gov_report,64,0,H2,selector_03_v_ridge,v_ridge,1.9982636305185457,0.9925702929029048
gov_report:85,gov_report,64,0,H3,selector_03_v_ridge,v_ridge,1.9745756476689516,0.9721015059144497
gov_report:85,gov_report,64,0,H1,selector_04_snapkv,snapkv,1.9799990720372806,0.983108326299577
gov_report:85,gov_report,64,0,H2,selector_04_snapkv,snapkv,1.9799990720372806,0.983108326299577
gov_report:85,gov_report,64,0,H3,selector_04_snapkv,snapkv,1.9127945126247423,0.9168794420495536
gov_report:85,gov_report,64,0,H1,selector_05_old_stale_core,old_stale_core,1.9400297068345196,0.9439694897045366
gov_report:85,gov_report,64,0,H2,selector_05_old_stale_core,old_stale_core,1.9400297068345196,0.9439694897045366
gov_report:85,gov_report,64,0,H3,selector_05_old_stale_core,old_stale_core,1.9253267470359183,0.9298144868465338
gov_report:85,gov_report,64,0,H1,selector_06_fresh_core,fresh_core,1.6984344133205378,0.6978422351319268
gov_report:85,gov_report,64,0,H2,selector_06_fresh_core,fresh_core,1.6984344133205378,0.6978422351319268
gov_report:85,gov_report,64,0,H3,selector_06_fresh_core,fresh_core,1.6992298074389798,0.699014416907949
gov_report:85,gov_report,64,0,H1,selector_07_random_reference,random_reference,1.9947595397282565,1.001671470583748
gov_report:85,gov_report,64,0,H2,selector_07_random_reference,random_reference,1.9947595397282565,1.001671470583748
gov_report:85,gov_report,64,0,H3,selector_07_random_reference,random_reference,1.9369396940991768,0.9446404322890349
gov_report:85,gov_report,64,14,H1,selector_00_attention_only,attention_only,2.0116021503322052,0.9899753477180832
gov_report:85,gov_report,64,14,H2,selector_00_attention_only,attention_only,2.0263587475266758,0.9997362516809072
gov_report:85,gov_report,64,14,H3,selector_00_attention_only,attention_only,2.0219110700153546,0.9902415806514676
gov_report:85,gov_report,64,14,H1,selector_01_aov,aov,2.006079595676278,0.9930865204789966
gov_report:85,gov_report,64,14,H2,selector_01_aov,aov,2.0230394782835988,1.0067509049009327
gov_report:85,gov_report,64,14,H3,selector_01_aov,aov,2.0194845395232495,0.9974621177928512
gov_report:85,gov_report,64,14,H1,selector_02_aor,aor,2.010478227156574,0.9890116903975636
gov_report:85,gov_report,64,14,H2,selector_02_aor,aor,2.028394079346754,1.003278315513348
gov_report:85,gov_report,64,14,H3,selector_02_aor,aor,2.0177511681118125,0.9884224978494782
gov_report:85,gov_report,64,14,H1,selector_03_v_ridge,v_ridge,2.0114273019086655,0.9277315765739858
gov_report:85,gov_report,64,14,H2,selector_03_v_ridge,v_ridge,1.9395124099010133,0.8096198684353599
gov_report:85,gov_report,64,14,H3,selector_03_v_ridge,v_ridge,2.110275122653103,0.9889250893876294
gov_report:85,gov_report,64,14,H1,selector_04_snapkv,snapkv,2.032185667221708,1.004302088397119
gov_report:85,gov_report,64,14,H2,selector_04_snapkv,snapkv,2.0402211296570747,1.003756412244852
gov_report:85,gov_report,64,14,H3,selector_04_snapkv,snapkv,2.0359395409294554,0.9912025621946311
gov_report:85,gov_report,64,14,H1,selector_05_old_stale_core,old_stale_core,2.180784054673678,1.0095203147225178
gov_report:85,gov_report,64,14,H2,selector_05_old_stale_core,old_stale_core,2.178910108990795,0.9838261400247652
gov_report:85,gov_report,64,14,H3,selector_05_old_stale_core,old_stale_core,2.150209485791275,0.9650609268691591
gov_report:85,gov_report,64,14,H1,selector_06_fresh_core,fresh_core,2.0511893053336476,0.9132126161064694
gov_report:85,gov_report,64,14,H2,selector_06_fresh_core,fresh_core,2.07490006608629,0.8752382104350096
gov_report:85,gov_report,64,14,H3,selector_06_fresh_core,fresh_core,2.0980433340739393,0.9265575033391797
gov_report:85,gov_report,64,14,H1,selector_07_random_reference,random_reference,2.161575303836898,1.030144385925201
gov_report:85,gov_report,64,14,H2,selector_07_random_reference,random_reference,2.1390676665508503,0.989460427600073
gov_report:85,gov_report,64,14,H3,selector_07_random_reference,random_reference,2.128044303677573,1.0016758132788017
gov_report:85,gov_report,64,26,H1,selector_00_attention_only,attention_only,2.0014644804897137,1.0019609472688176
gov_report:85,gov_report,64,26,H2,selector_00_attention_only,attention_only,2.000114807786712,1.0007320778964572
gov_report:85,gov_report,64,26,H3,selector_00_attention_only,attention_only,1.9791542012988934,0.9801482539870098
gov_report:85,gov_report,64,26,H1,selector_01_aov,aov,1.999934379484904,1.0001908049221475
gov_report:85,gov_report,64,26,H2,selector_01_aov,aov,1.9785782194188395,0.9789041187284162
