budget,head,kendall_tau_b,layer,left,n_tokens,pearson,right,sample_id,snapshot_id,spearman,status,unit
128,,0.6249982806559053,18,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=18,head=shared"
128,,0.6249982806559053,19,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=19,head=shared"
128,,0.6249982806559053,2,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=2,head=shared"
128,,0.6249982806559053,20,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=20,head=shared"
128,,0.6249982806559053,21,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=21,head=shared"
128,,0.6249982806559053,22,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=22,head=shared"
128,,0.6249982806559053,23,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=23,head=shared"
128,,0.6249982806559053,24,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=24,head=shared"
128,,0.6249982806559053,25,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=25,head=shared"
128,,0.6249982806559053,26,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=26,head=shared"
128,,0.6249982806559053,27,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=27,head=shared"
128,,0.6249982806559053,3,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=3,head=shared"
128,,0.6249982806559053,4,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=4,head=shared"
128,,0.6249982806559053,5,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=5,head=shared"
128,,0.6249982806559053,6,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=6,head=shared"
128,,0.6249982806559053,7,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=7,head=shared"
128,,0.6249982806559053,8,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=8,head=shared"
128,,0.6249982806559053,9,latest_attention_shared,1010,0.8113202125371094,temporal_volatility_shared,0,6732baabee2653622a63bc8306d2b6fed878830df4fb54938dd86c0997c73acc,0.8119198542393509,ok,"layer=9,head=shared"
128,,0.5830802320806345,0,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=0,head=shared"
128,,0.5830802320806345,1,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=1,head=shared"
128,,0.5830802320806345,10,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=10,head=shared"
128,,0.5830802320806345,11,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=11,head=shared"
128,,0.5830802320806345,12,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=12,head=shared"
128,,0.5830802320806345,13,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=13,head=shared"
128,,0.5830802320806345,14,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=14,head=shared"
128,,0.5830802320806345,15,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=15,head=shared"
128,,0.5830802320806345,16,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=16,head=shared"
128,,0.5830802320806345,17,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=17,head=shared"
128,,0.5830802320806345,18,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=18,head=shared"
128,,0.5830802320806345,19,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=19,head=shared"
128,,0.5830802320806345,2,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=2,head=shared"
128,,0.5830802320806345,20,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=20,head=shared"
128,,0.5830802320806345,21,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=21,head=shared"
128,,0.5830802320806345,22,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=22,head=shared"
128,,0.5830802320806345,23,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=23,head=shared"
128,,0.5830802320806345,24,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=24,head=shared"
128,,0.5830802320806345,25,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=25,head=shared"
128,,0.5830802320806345,26,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=26,head=shared"
128,,0.5830802320806345,27,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=27,head=shared"
128,,0.5830802320806345,3,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=3,head=shared"
128,,0.5830802320806345,4,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=4,head=shared"
128,,0.5830802320806345,5,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=5,head=shared"
128,,0.5830802320806345,6,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=6,head=shared"
128,,0.5830802320806345,7,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=7,head=shared"
128,,0.5830802320806345,8,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=8,head=shared"
128,,0.5830802320806345,9,latest_attention_shared,993,0.829277252547498,temporal_volatility_shared,1,d22039c8075c1e932fa798d4f454189d2eb19df05ad33b9c448993963928a417,0.7655464159558509,ok,"layer=9,head=shared"
128,,0.6118923262354359,0,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=0,head=shared"
128,,0.6118923262354359,1,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=1,head=shared"
128,,0.6118923262354359,10,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=10,head=shared"
128,,0.6118923262354359,11,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=11,head=shared"
128,,0.6118923262354359,12,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=12,head=shared"
128,,0.6118923262354359,13,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=13,head=shared"
128,,0.6118923262354359,14,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=14,head=shared"
128,,0.6118923262354359,15,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=15,head=shared"
128,,0.6118923262354359,16,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=16,head=shared"
128,,0.6118923262354359,17,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=17,head=shared"
128,,0.6118923262354359,18,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=18,head=shared"
128,,0.6118923262354359,19,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=19,head=shared"
128,,0.6118923262354359,2,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=2,head=shared"
128,,0.6118923262354359,20,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=20,head=shared"
128,,0.6118923262354359,21,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=21,head=shared"
128,,0.6118923262354359,22,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=22,head=shared"
128,,0.6118923262354359,23,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=23,head=shared"
128,,0.6118923262354359,24,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=24,head=shared"
128,,0.6118923262354359,25,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=25,head=shared"
128,,0.6118923262354359,26,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=26,head=shared"
128,,0.6118923262354359,27,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=27,head=shared"
128,,0.6118923262354359,3,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=3,head=shared"
128,,0.6118923262354359,4,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=4,head=shared"
128,,0.6118923262354359,5,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=5,head=shared"
128,,0.6118923262354359,6,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=6,head=shared"
128,,0.6118923262354359,7,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=7,head=shared"
128,,0.6118923262354359,8,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=8,head=shared"
128,,0.6118923262354359,9,latest_attention_shared,953,0.7935176358556393,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,0.7936630088997864,ok,"layer=9,head=shared"
