a_count,a_only_count,b_count,b_only_count,budget,head,intersection_ratio,jaccard,layer,left,overlap_coefficient,overlap_count,recall_a_by_b,recall_b_by_a,right,sample_id,snapshot_id,union_count,unit
128,34,128,34,128,,0.734375,0.5802469135802469,21,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=21,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,22,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=22,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,23,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=23,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,24,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=24,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,25,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=25,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,26,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=26,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,27,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=27,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,3,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=3,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,4,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=4,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,5,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=5,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,6,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=6,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,7,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=7,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,8,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=8,head=shared"
128,34,128,34,128,,0.734375,0.5802469135802469,9,latest_attention_shared,0.734375,94,0.734375,0.734375,temporal_volatility_shared,2,ba83c6254aa5531175e90f28e78e0821bc87f9b795f52cc365cf2f27c1d833fc,162,"layer=9,head=shared"
