sample_id,task,strategy,refresh_benefit_delta_nll_before,refresh_benefit_delta_nll_at,refresh_benefit_delta_nll_after,refresh_benefit_delta_nll_at_minus_before,refresh_benefit_delta_nll_after_minus_at,selected_in_refreshed_core_layer_fraction_before,selected_in_refreshed_core_layer_fraction_at,selected_in_refreshed_core_layer_fraction_after,selected_in_refreshed_core_layer_fraction_at_minus_before,selected_in_refreshed_core_layer_fraction_after_minus_at,stale_delta_nll_before,stale_delta_nll_at,stale_delta_nll_after,stale_delta_nll_at_minus_before,stale_delta_nll_after_minus_at
gov_report:3,gov_report,snapkv,0.00012206283284399433,0.0023302023803353222,0.31314122751064133,0.002208139547491328,0.310811025130306,0.0,1.0,1.0,1.0,0.0,0.00012192331655569433,0.0023264151228516994,0.3131331955297334,0.002204491806296005,0.3108067804068817
gov_report:3,gov_report,v_ridge_leverage,1.704677214320327e-05,0.0001529334006136196,0.003734218727913685,0.00013588662847041633,0.0035812853273000655,0.0,0.35714285714285715,0.2857142857142857,0.35714285714285715,-0.07142857142857145,1.7264883581447066e-05,0.00014914614312999674,0.00389615821004341,0.00013188125954854968,0.0037470120669134133
gov_report:4,gov_report,attention_weighted_v_ridge_leverage,0.32629814743995667,0.07080776989459991,0.0012910024379380047,-0.25549037754535675,-0.06951676745666191,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,0.36190501128535146,0.106995321687549,0.000679013492632663,-0.25490968959780247,-0.10631630819491633
gov_report:4,gov_report,snapkv,3.152814656496048,5.204186215996742,0.18263093376299366,2.0513715595006943,-5.021555282233749,0.0,1.0,1.0,1.0,0.0,3.1164433685431945,5.221103183802455,0.18201608600663022,2.104659815259261,-5.039087097795825
gov_report:4,gov_report,v_ridge_leverage,1.4815412759780884,5.5377197265625,0.13807425473351032,4.056178450584412,-5.39964547182899,0.0,0.17857142857142858,0.10714285714285714,0.17857142857142858,-0.07142857142857144,2.7876324382911193,10.52111100393185,0.13719707372235135,7.7334785656407306,-10.383913930209498
reasoning_long_generation_0,reasoning_long_generation,attention_weighted_v_ridge_leverage,0.0711440744689753,0.5755853073824255,0.6572976112365723,0.5044412329134502,0.08171230385414674,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.07115053497427937,0.5756013658752224,0.7078883671127123,0.504450830900943,0.13228700123748993
reasoning_long_generation_0,reasoning_long_generation,snapkv,0.03934346898677177,0.5017059453602997,0.28832709789276123,0.4623624763735279,-0.21337884746753844,0.0,1.0,1.0,1.0,0.0,0.03934361152523991,0.5017043617477199,0.30898785823209707,0.46236075022248,-0.19271650351562286
reasoning_long_generation_0,reasoning_long_generation,v_ridge_leverage,0.07396595234968117,0.5278772732635844,0.4347837269306183,0.4539113209139032,-0.09309354633296607,0.0,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.0,0.07398242615336414,0.5278997686614773,0.5256953858695788,0.4539173425081131,-0.002204382791898496
reasoning_long_generation_1,reasoning_long_generation,attention_weighted_v_ridge_leverage,-0.14310380816459656,-0.0005288177635520697,-0.010216008871793747,0.1425749904010445,-0.009687191108241677,0.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.0,-0.09603026257128988,-0.0010040235147990018,0.00376392214108634,0.09502623905649088,0.004767945655885342
reasoning_long_generation_1,reasoning_long_generation,snapkv,-0.08023837208747864,0.0002890205942094326,0.007038399577140808,0.08052739268168807,0.0067493789829313755,0.0,1.0,1.0,1.0,0.0,-0.08941170321078573,3.515273321497148e-05,-0.00022180506478619577,0.0894468559440007,-0.00025695779800116725
reasoning_long_generation_1,reasoning_long_generation,v_ridge_leverage,-0.13909724354743958,0.00036198506131768227,0.0069291070103645325,0.13945922860875726,0.00656712194904685,0.0,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.0,-0.13395189986796652,0.001066246731095788,0.009758893982660055,0.1350181465990623,0.008692647251564267
reasoning_long_generation_2,reasoning_long_generation,attention_weighted_v_ridge_leverage,0.031639959663152695,2.1694177121389657e-05,-1.370861536997836e-05,-0.031618265486031305,-3.540279249136802e-05,0.0,0.7142857142857143,0.6428571428571429,0.7142857142857143,-0.0714285714285714,0.03814758383848371,3.9162730264052925e-05,-1.190774791837157e-05,-0.03810842110821966,-5.1070478182424495e-05
reasoning_long_generation_2,reasoning_long_generation,snapkv,0.02728823386132717,3.158811523462646e-05,-2.5271700906159822e-05,-0.027256645746092545,-5.685981614078628e-05,0.0,1.0,1.0,1.0,0.0,0.02447292977192106,3.0103682821192024e-05,-2.442447139117121e-05,-0.024442826089099867,-5.4528154212363233e-05
reasoning_long_generation_2,reasoning_long_generation,v_ridge_leverage,0.009220626205205917,3.575980372261256e-06,-2.0264811610104516e-05,-0.009217050224833656,-2.3840791982365772e-05,0.0,1.0,0.9285714285714286,1.0,-0.0714285714285714,0.022813730176469704,2.545492798233795e-05,-1.0596480294111643e-05,-0.022788275248487366,-3.605140827644959e-05
reasoning_long_generation_3,reasoning_long_generation,attention_weighted_v_ridge_leverage,-0.005728686228394508,-7.699514389969409e-05,-0.002116367220878601,0.005651691084494814,-0.002039372076978907,0.0,0.6428571428571429,0.6071428571428571,0.6428571428571429,-0.03571428571428581,0.01162236406390349,9.233741224790037e-05,0.0018758053161818111,-0.01153002665165559,0.0017834679039339107
reasoning_long_generation_3,reasoning_long_generation,snapkv,0.009774693287909031,2.8727459721267223e-05,-0.010143539868295193,-0.009745965828187764,-0.01017226732801646,0.0,1.0,1.0,1.0,0.0,0.009257385869666734,3.1547594012693025e-05,-0.011222569624273149,-0.009225838275654041,-0.011254117218285842
reasoning_long_generation_3,reasoning_long_generation,v_ridge_leverage,-0.001197097823023796,-0.00011347196414135396,-0.0014909729361534119,0.0010836258588824421,-0.001377500972012058,0.0,1.0,0.9642857142857143,1.0,-0.0357142857142857,0.007355245192691484,2.6183605264407106e-05,-0.0071867149121445095,-0.007329061587427077,-0.007212898517408917
reasoning_long_generation_4,reasoning_long_generation,attention_weighted_v_ridge_leverage,0.21673572063446045,0.030802220106124878,0.01570919156074524,-0.18593350052833557,-0.015093028545379639,0.0,0.6785714285714286,0.6428571428571429,0.6785714285714286,-0.0357142857142857,0.1848014447233517,0.03807691670206026,0.0169288161128911,-0.14672452802129143,-0.02114810058916916
reasoning_long_generation_4,reasoning_long_generation,snapkv,0.0390239953994751,0.00847826898097992,-0.006692603230476379,-0.030545726418495178,-0.015170872211456299,0.0,1.0,1.0,1.0,0.0,0.014145598127587533,0.008427882559566058,-0.003653785315140823,-0.005717715568021475,-0.01208166787470688
reasoning_long_generation_4,reasoning_long_generation,v_ridge_leverage,-0.15391433238983154,0.029175877571105957,-0.02642659842967987,0.1830902099609375,-0.05560247600078583,0.0,1.0,0.9285714285714286,1.0,-0.0714285714285714,-0.1864119914033573,0.024052644140986956,-0.03893356594143782,0.21046463554434425,-0.06298621008242478
synthetic_niah_0,niah_single_1,attention_weighted_v_ridge_leverage,0.02537497878074646,-0.5897318422794342,0.2547248601913452,-0.6151068210601807,0.8444567024707794,0.0,1.0,1.0,1.0,0.0,0.026628434187763617,-0.577409698359844,0.26728079573385344,-0.6040381325476076,0.8446904940936975
synthetic_niah_0,niah_single_1,snapkv,0.04567798972129822,-0.6424016654491425,0.06412291526794434,-0.6880796551704407,0.7065245807170868,0.0,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.0,0.02464860630690424,-0.5376285451577871,0.15904853598348723,-0.5622771514646914,0.6966770811412744
synthetic_niah_0,niah_single_1,v_ridge_leverage,0.0263441801071167,-0.5958451628684998,0.2876211404800415,-0.6221893429756165,0.8834663033485413,0.0,1.0,1.0,1.0,0.0,0.01980230165182917,-0.5650858718084066,0.30172715441457854,-0.5848881734602358,0.8668130262229852
synthetic_niah_1,niah_single_1,attention_weighted_v_ridge_leverage,0.14623458683490753,-0.004165266174823046,1.513761526439339e-05,-0.15039985300973058,0.004180403790087439,0.0,1.0,1.0,1.0,0.0,0.21086204888156956,0.00527931984888852,8.337711008010729e-05,-0.20558272903268104,-0.005195942738808412
synthetic_niah_1,niah_single_1,snapkv,0.18030892312526703,-0.16911968402564526,5.351945583242923e-05,-0.3494286071509123,0.16917320348147769,0.0,1.0,1.0,1.0,0.0,0.2689945185356528,0.007223914399766329,7.562953944528772e-05,-0.2617706041358865,-0.007148284860321041
synthetic_niah_1,niah_single_1,v_ridge_leverage,0.16577424108982086,-0.004514703992754221,1.1800104402936995e-05,-0.17028894508257508,0.004526504097157158,0.0,1.0,1.0,1.0,0.0,0.22746337296299046,0.004395595308416489,8.826400701167358e-05,-0.22306777765457397,-0.004307331301404815
synthetic_niah_2,niah_single_1,attention_weighted_v_ridge_leverage,0.06995323300361633,0.4422227144241333,0.4306250810623169,0.37226948142051697,-0.011597633361816406,0.0,1.0,1.0,1.0,0.0,0.05981535371271107,0.44364794940883456,0.4429322132020985,0.3838325956961235,-0.0007157362067360395
synthetic_niah_2,niah_single_1,snapkv,0.07466679811477661,0.4387444257736206,0.4209275245666504,0.364077627658844,-0.017816901206970215,0.0,1.0,1.0,1.0,0.0,0.06617275532213185,0.42735501975948154,0.4159712442308461,0.3611822644373497,-0.011383775528635454
synthetic_niah_2,niah_single_1,v_ridge_leverage,0.06198756396770477,0.4627002477645874,0.4106481075286865,0.40071268379688263,-0.05205214023590088,0.0,1.0,1.0,1.0,0.0,0.054851687512073255,0.4522480651848966,0.3891607173830067,0.3973963776728233,-0.06308734780188985
synthetic_niah_3,niah_single_1,attention_weighted_v_ridge_leverage,3.802551873377524e-05,0.000255401260801591,9.081442840397358e-05,0.00021737574206781574,-0.0001645868323976174,0.0,1.0,1.0,1.0,0.0,3.701830701174913e-05,0.00024770718206568176,5.961410878896345e-05,0.00021068887505393263,-0.00018809307327671831
synthetic_niah_3,niah_single_1,snapkv,3.683352406369522e-05,0.00021417057723738253,0.00010189773456659168,0.0001773370531736873,-0.00011227284267079085,0.0,1.0,1.0,1.0,0.0,3.5707106690097135e-05,0.00020206629320895786,6.867127903475989e-05,0.00016635918651886072,-0.00013339501417419797
synthetic_niah_3,niah_single_1,v_ridge_leverage,4.434313086676411e-05,0.0002581425360403955,0.00010821333853527904,0.00021379940517363138,-0.00014992919750511646,0.0,1.0,1.0,1.0,0.0,4.2739894524856936e-05,0.0002484221467646819,7.963507031760741e-05,0.00020568225223982495,-0.00016878707644707447
synthetic_niah_4,niah_single_1,attention_weighted_v_ridge_leverage,0.00017432335880585015,0.013479858636856079,0.22165513038635254,0.013305535278050229,0.20817527174949646,0.0,1.0,1.0,1.0,0.0,0.0001999625191437815,0.014273322849589931,0.20469598394659272,0.01407336033044615,0.1904226610970028
synthetic_niah_4,niah_single_1,snapkv,0.00018588389502838254,0.029711604118347168,0.16690754890441895,0.029525720223318785,0.13719594478607178,0.0,1.0,1.0,1.0,0.0,0.0001920989551926766,0.029038257627803432,0.13910083395269623,0.028846158672610756,0.1100625763248928
synthetic_niah_4,niah_single_1,v_ridge_leverage,0.0001987480209209025,0.02228572964668274,0.2953754663467407,0.022086981625761837,0.273089736700058,0.0,1.0,1.0,1.0,0.0,0.00022283801346745236,0.023092604904491054,0.2916696510913681,0.022869766891023602,0.26857704618687706
