a_count,a_only_count,b_count,b_only_count,budget,head,intersection_ratio,jaccard,layer,left,overlap_coefficient,overlap_count,recall_a_by_b,recall_b_by_a,right,sample_id,snapshot_id,union_count,unit
128,7,128,7,128,,0.9453125,0.8962962962962963,19,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=19,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,2,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=2,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,20,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=20,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,21,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=21,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,22,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=22,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,23,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=23,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,24,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=24,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,25,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=25,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,26,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=26,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,27,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=27,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,3,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=3,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,4,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=4,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,5,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=5,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,6,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=6,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,7,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=7,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,8,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=8,head=shared"
128,7,128,7,128,,0.9453125,0.8962962962962963,9,latest_attention_shared,0.9453125,121,0.9453125,0.9453125,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,135,"layer=9,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,0,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=0,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,1,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=1,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,10,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=10,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,11,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=11,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,12,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=12,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,13,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=13,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,14,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=14,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,15,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=15,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,16,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=16,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,17,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=17,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,18,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=18,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,19,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=19,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,2,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=2,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,20,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=20,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,21,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=21,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,22,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=22,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,23,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=23,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,24,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=24,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,25,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=25,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,26,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=26,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,27,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=27,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,3,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=3,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,4,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=4,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,5,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=5,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,6,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=6,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,7,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=7,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,8,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=8,head=shared"
128,12,128,12,128,,0.90625,0.8285714285714286,9,latest_attention_shared,0.90625,116,0.90625,0.90625,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,140,"layer=9,head=shared"
